Startup Name,Link,Country,Category,Social Links,Pitch
BeyimTech,https://websummit.com/appearances/lis24/fdb5701b-b660-4966-bd7d-c47de89858d3/beyimtech,Kazakhstan,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/beyimtech', 'crunchbase': 'https://www.crunchbase.com/organization/beyimtech', 'com/beyimtech': 'https://instagram.com/beyimtech', 'com/BeyimTech': 'https://twitter.com/BeyimTech', 'facebook': 'https://www.facebook.com/beyimtech?mibextid=LQQJ4d', 'ai/en': 'https://beyim.ai/en'}","Driving digital education innovation with AI-powered microlearning and tools for personalized learning, fostering student success."
Beyonduni.ai,https://websummit.com/appearances/lis24/6d2cbfa5-2cac-4b84-ae23-30b6c1565b59/beyonduni.ai,Portugal,Education,"{'linkedin': 'https://www.linkedin.com/company/beyonduni-ai/about', 'ai': 'https://beyonduni.ai'}","Our AI-powered platform connects students, universities, and companies, bridging education and careers through mentorship and projects."
Bezep Solutions,https://websummit.com/appearances/lis24/eabfc978-ff76-432f-9359-e5feee7e0dd8/bezep-solutions,E-commerce & retail,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/company/bezep-solutions/mycompany', 'bezep': 'https://www.bezep.net'}","Extending tech teams and solving business challenges in real estate, goods, and the vehicle market."
bi.Ympec,https://websummit.com/appearances/lis24/cc52509b-bb55-4036-9e93-bed428889c84/bi.ympec,Portugal,SaaS,"{'pt': 'https://www.pt.linkedin.com/company/ympec---business-solutions-lda', 'com/ympec_business_solutions?igsh=MTAzMmxxdGF3NnB2Zg==': 'https://instagram.com/ympec_business_solutions?igsh=MTAzMmxxdGF3NnB2Zg==', 'ympec': 'https://bi.ympec.pt'}","Existing accounting data into management insights, automatically updated on a web platform, under a subscription model, for any company."
BidScript,https://websummit.com/appearances/lis24/3697b5d0-c918-4e86-a62c-ba865e33e117/bidscript,United Kingdom,SaaS,"{'linkedin': 'https://www.linkedin.com/company/bidscript', 'bidscript': 'https://www.bidscript.co.uk'}","Your in-house bid engine that will streamline your bid operations, reduce workload and increase your bidding success."
Big Tale,https://websummit.com/appearances/lis24/ca4ec692-af4e-4230-a1a9-d5454b60e595/big-tale,Armenia,Entertainment & media,"{'linkedin': 'https://www.linkedin.com/company/bigtaleme/?viewAsMember=true', 'com/bigtaleme': 'https://x.com/bigtaleme', 'bigtale': 'https://www.bigtale.me'}","BigTale is the complete platform for creating interactive 3D storylines. Create, read and engage on #BigTale."
biggerbluebutton,https://websummit.com/appearances/lis24/d7d6cc40-41ed-45e9-bab4-ffb2d7d766ea/biggerbluebutton,United Arab Emirates,Education,"{'linkedin': 'https://www.linkedin.com/company/biggerbluebutton', 'com/bigbluebutton': 'https://x.com/bigbluebutton', 'facebook': 'https://www.facebook.com/biggerbluebutton', 'com': 'https://biggerbluebutton.com'}",Biggerbluebutton is AI Powered video conferencing platform made to provide comprehensive video conferencing experience for everyone
Bijootree,https://websummit.com/appearances/lis24/4d0208de-8172-4c3c-a174-8caa7f763df9/bijootree,France,Lifestyle & fashion,{'com/': 'https://bijootree.com/'},The 1st french sustainable jewelry market place. Won the prestigious 2024 UBH APICIL CSR Award. Seen in Emily in Paris and Gala Magazine.
Bills Treasury App,https://websummit.com/appearances/lis24/89f0d534-b1f4-4b5d-a988-a9512b93cdd9/bills-treasury-app,United States,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/bills-treasury-app', 'com/billstreasuryapp': 'https://instagram.com/billstreasuryapp', 'com/bills_app': 'https://twitter.com/bills_app', 'facebook': 'https://www.facebook.com/profile.php?id=100092136734980', 'com/': 'https://billstreasuryapp.com/'}","Pay your bills, track them, and manage them all in one app"
"Binarial Automatización y Robótica, S.L.",https://websummit.com/appearances/lis24/96b8396e-906a-4f13-8cdc-fa7d92c28422/binarial-automatizaci%C3%B3n-y-rob%C3%B3tica%2C-s.l.,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/binarial-robotics', 'com/binarial': 'https://instagram.com/binarial.tech', 'es/': 'https://binarial.es/'}",Robotics company developing new era of mobile robots and working with IA to find solutions for the main industrail issues.
Biografia Preta,https://websummit.com/appearances/lis24/17aeb119-8fcd-43c1-8894-85897fb52ae9/biografia-preta,Brazil,AI & machine learning,"{'com/biografiapreta?igsh=MW52ZmVodTF4eXV0aw==': 'https://instagram.com/biografiapreta?igsh=MW52ZmVodTF4eXV0aw==', 'com/biografiapreta': 'https://x.com/biografiapreta', 'facebook': 'https://www.facebook.com/share/Rd6mTqzeYYqUcLZg/?mibextid=qi2Omg', 'com': 'https://Biografiapreta.com.br'}","Afro-centered educational platform using AI and WEB 3 to preserve and share Afro history. We are transforming education, preserving memory."
BioSmartData,https://websummit.com/appearances/lis24/f7170f53-f7da-4463-be52-5d595856eb42/biosmartdata,Spain,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/biosmartdata', 'biosmartdata': 'https://www.biosmartdata.eu/en-gb'}","AI-powered platform transforming healthcare with real-world data, personalized treatments, and predictive analytics for better outcomes."
BioUs,https://websummit.com/appearances/lis24/9104e3c7-d376-49a7-bbbf-be4fad709768/bious,Brazil,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/in/raimundo-silva-lima', 'com/biotech': 'https://instagram.com/biotech.bious', 'bious': 'https://www.bious.com.br/en'}","BioUs is the only company offering end-to-end, on-site solutions that transform biowaste into sustainable biopolymers and biofertilizers"
BIOXYTOL,https://websummit.com/appearances/lis24/5c001fb5-7a4c-4231-b971-a2f08e66164c/bioxytol,Spain,Agritech & foodtech,{'es/': 'https://bioxytol.es/'},SWEETENERS DEVELOPMENT AND FERMENTATION SERVICES
Bitapps Group,https://websummit.com/appearances/lis24/a08a8c0f-6c4d-415a-a3ed-d9df9d2f5e2c/bitapps-group,Finland,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/company/bitappsgroup', 'com/woodsapp_': 'https://instagram.com/woodsapp_', 'facebook': 'https://www.facebook.com/profile.php?id=100089945412962', 'fi/': 'https://bitapps.fi/'}","Providing real-time digital platform to connect scattered land owners, reduce resource waste, and manage climate risks, improving land value"
Bitlearns,https://websummit.com/appearances/lis24/79d757cf-561f-46cc-81c0-1bb437535665/bitlearns,Brazil,Education,"{'ca': 'https://www.ca.linkedin.com/company/bitlearns', 'com/bitlearnsedu': 'https://instagram.com/bitlearnsedu', 'bitlearns': 'https://www.bitlearns.com/'}",An AI-powered platform to quickly create interactive and engaging learning experiences.
Bits’n’Bites,https://websummit.com/appearances/lis24/3003cef4-e316-430b-b01b-f593e7125802/bits%E2%80%99n%E2%80%99bites,Bulgaria,Social media & networking,"{'linkedin': 'https://www.linkedin.com/company/bits-n-bites-app', 'app/': 'https://bitsnbites.app/'}",Bits'n'Bites is the must-have app for professionals to build and maintain meaningful connections during and after business events.
bitteiler,https://websummit.com/appearances/lis24/1a58f5b3-3bdc-4711-920a-715b45cef362/bitteiler,Germany,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/company/bitteiler', 'crunchbase': 'https://www.crunchbase.com/organization/bitteiler', 'com/bitteilerGmbH': 'https://x.com/bitteilerGmbH', 'bitteiler': 'https://www.bitteiler.com'}","AI-driven IoT sensor data compression software for effective transmission, storage, and energy savings."
BizHive,https://websummit.com/appearances/lis24/2cf8de1a-8fed-4d77-8d56-b3196de173b0/bizhive,Serbia,SaaS,"{'rs': 'https://www.rs.linkedin.com/company/xcentric-it', 'com/xcentric': 'https://instagram.com/xcentric.it', 'facebook': 'https://www.facebook.com/XcentricIT', 'it': 'https://bizhive.it'}","BizHive empowers us to build custom, high-performance apps, accelerating development and delivering scalable solutions for our clients."
BlackBelt Meta Zrt.,https://websummit.com/appearances/lis24/f8ed05b4-41aa-48f6-8190-1ee0bc6f3941/blackbelt-meta-zrt.,Hungary,Telecommunications & IT,{'judo': 'https://www.judo.codes'},"Accelerate your development, empower your business!"
Blank Label Team,https://websummit.com/appearances/lis24/ce6e9db5-499e-4be8-9df8-dc3f040e4b67/blank-label-team,Croatia,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/blank-label-team', 'com/Blanklabelteam': 'https://twitter.com/Blanklabelteam', 'blanklabel': 'https://www.blanklabel.team'}","See how hard-to-track media (Influencers, PR, TV, Print, Offline) is put into a new alternative marketing attribution model. Custom solution"
Blast,https://websummit.com/appearances/lis24/c4756079-5fce-48c6-8b35-e08878f71209/blast,United States,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/blastshop', 'crunchbase': 'https://www.crunchbase.com/organization/blast-43c5', 'co/': 'https://blastshop.co/'}",Blast is harnessing the power of Generative AI to redefine online shopping.
Blesol Tech S.L.,https://websummit.com/appearances/lis24/010c9d9d-d76a-48d0-8e9b-00abd56820cb/blesol-tech-s.l.,Spain,"Industrials, manufacturing & consumer goods","{'linkedin': 'https://www.linkedin.com/blesol-tech', 'com/BlesolTech': 'https://twitter.com/BlesolTech', 'blesoltech': 'https://www.blesoltech.com/'}","Blesol Tech: Innovators in powder metallurgy, offering customized PIM materials & 3D printing filaments for metal and ceramic components"
Bliss Brain,https://websummit.com/appearances/lis24/310d9c7c-199a-4dfa-9e39-6c76ac709a20/bliss-brain,Ukraine,Healthtech & wellness,{'org': 'http://BlissBrain.org'},Hyper-personalized meditations powered by AI
Bloge.ai,https://websummit.com/appearances/lis24/ed3dfb68-d712-41e9-8e4c-c773e8545561/bloge.ai,Azerbaijan,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/bloge-ai', 'ai/': 'https://bloge.ai/'}",Bloge is an AI-powered Content Management System covering 8 out of 10 Google's Search Ranking Factors.
BloodFlow,https://websummit.com/appearances/lis24/9d50ce9f-6b8f-41a9-a7aa-b4a6afa4e0df/bloodflow,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/bloodflow2024', 'com/bloodflow_eu': 'https://instagram.com/bloodflow_eu', 'com/BloodFlow_eu': 'https://x.com/BloodFlow_eu', 'bloodflow': 'https://www.bloodflow.eu'}",Revolutionize your health with BloodFlow. AI-driven blood test analysis and personalized recommendations in one click.
Bloom,https://websummit.com/appearances/lis24/501e296b-b056-42e6-a5a6-95e4fcbfd661/bloom,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/body-bloom-ai/?viewAsMember=true', 'com/bodybloom': 'https://instagram.com/bodybloom.ai?igsh=NjZ5eDdhcDZrZzJi', 'com/body_bloom_ai': 'https://x.com/body_bloom_ai', 'bodybloom': 'https://www.bodybloom.ai'}","Personalized weight management through bio data. Tailored nutrition, workouts, and proactive health monitoring in one AI Health Coach App."
Bloom LABS,https://websummit.com/appearances/lis24/759d34ce-b2d7-4313-9933-a6945fccf4f1/bloom-labs,Italy,Agritech & foodtech,"{'linkedin': 'https://www.linkedin.com/company/bloom_labs', 'com/bloom__labs': 'https://instagram.com/bloom__labs', 'facebook': 'https://www.facebook.com/people/Bloom_LABS/100091290846777', 'bloomlabs': 'https://www.bloomlabs.it/'}",Bloom LABS offers plug-and-play indoor farming solutions to automate and optimize flower cultivation through proprietary AI algorithms.
Bluevace Media,https://websummit.com/appearances/lis24/ff89b291-9295-403e-a020-33a9818ea2b5/bluevace-media,Germany,Entertainment & media,{'bluevace': 'https://www.bluevace.com'},"Revolutionizing news for the youth: our 'Instagram for news' delivers tailored, engaging news with social media features from top publishers"
BlueWinston.com,https://websummit.com/appearances/lis24/87f9c8c4-8a13-4fc5-ba45-f186f920170b/bluewinston.com,Slovakia,SaaS,"{'linkedin': 'https://www.linkedin.com/company/blue-winston', 'com/bluewinston_ads_tool': 'https://instagram.com/bluewinston_ads_tool', 'facebook': 'https://www.facebook.com/BlueWinstonTool', 'bluewinston': 'https://www.bluewinston.com'}",Google & Microsoft Product ads automation tool now with a new feature: PMAX Optimizer to get +30% better performance for Shopping ads.
BM2 Solar,https://websummit.com/appearances/lis24/b159d51a-7776-4117-affd-c60780be24c4/bm2-solar,Portugal,Energy & utilities,"{'linkedin': 'https://www.linkedin.com/company/bm2solar', 'bm2solar': 'https://www.bm2solar.com/'}","BM2 Solar boosts IPP profits with AI battery management tools, handling market participation, and providing financing, EPC and O&M"
Bmatched,https://websummit.com/appearances/lis24/4142263f-451d-4bd6-a373-e3d1dd233bcc/bmatched,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/bmatched', 'com/bmatchedai': 'https://x.com/bmatchedai', 'bmatched': 'https://www.bmatched.ai'}","AI Powered Real-Time Competitive Intelligence and Product Matching, enabling brands to decode competitors' strategies and market demand."
BoardMeeting.app,https://websummit.com/appearances/lis24/c787bb20-4d2b-45df-9fb4-4dd27526d1c4/boardmeeting.app,Portugal,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/bitwiselab', 'net': 'https://bitwiselab.net'}","A board management platform to streamline meetings, simplify prep, track decisions, and ensure compliance for directors and secretaries."
Bold Robotics Lda.,https://websummit.com/appearances/lis24/19574490-5f7c-4ce2-ac90-daff870a26b9/bold-robotics-lda.,Portugal,"Hardware, robotics & IoT",{'pt/': 'https://boldrobotics.pt/'},"Advanced technologies, AI and autonomous electric robots, to assist humans with dangerous, dull or dirty tasks in challenging environments."
Bolina Consulting,https://websummit.com/appearances/lis24/31dea5a2-6760-4896-876a-858e7ba94988/bolina-consulting,Portugal,Agritech & foodtech,"{'linkedin': 'https://www.linkedin.com/in/bolina-consulting-8a732731b', 'com/BolinaC95141': 'https://x.com/BolinaC95141', 'bolinaconsulting': 'https://www.bolinaconsulting.com/'}","Bolina developed Agro Harmonia, an app that empowers farmers with decision-making tools, boosts administrative productivity, and strengthens"
Bombordo,https://websummit.com/appearances/lis24/c1a93c0e-1de8-4bcf-91bf-00fad378e76c/bombordo,Brazil,Travel & hospitality,"{'com/bombordo': 'https://instagram.com/bombordo.br?igsh=cWl0bWcxeXNqMmI4', 'com': 'https://bombordobr.com.br/'}",We are “the Airbnb for boats” in Brazil. A platform that conects people who want to rent a boat to boat owners who wants to monetize them.
Bonboarding,https://websummit.com/appearances/lis24/b35b8cc7-5d11-4c46-af93-dc65d7b9b751/bonboarding,Spain,SaaS,"{'linkedin': 'https://www.linkedin.com/company/bonboarding', 'crunchbase': 'https://www.crunchbase.com/organization/bonboarding', 'com/bonboardingapp': 'https://twitter.com/bonboardingapp', 'facebook': 'https://www.facebook.com/bonboarding', 'com': 'https://bonboarding.com'}",Lost users = lost revenue. Craft intuitive onboarding experiences without coding. Make your app a breeze for every new user!
Bookinghero,https://websummit.com/appearances/lis24/92d06ac9-4a4f-43e2-97db-1b5213c59b26/bookinghero,Denmark,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/bookinghero-io', 'io': 'https://bookinghero.io'}",Your One-Stop Salon Spot for Beauty and Relaxation!
